letter,startPlacement,endPlacement,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueHandPath,blueSkewSteps,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redHandPath,redSkewSteps,redStartLocation,redEndLocation,category
M,gamma7,eta10,quarter,opp,pro,ccw,,ccw,0,s,e,pro,cw,+,cw,1,w,ne,1
M,gamma7,zeta16,quarter,opp,pro,ccw,,ccw,0,s,e,pro,cw,-,cw,1,w,nw,1
M,gamma1,gamma12,quarter,opp,pro,ccw,+,ccw,1,w,sw,pro,cw,+,cw,1,n,se,2
M,gamma1,alpha2,quarter,opp,pro,ccw,+,ccw,1,w,sw,pro,cw,-,cw,1,n,ne,2
M,gamma1,zeta11,quarter,opp,pro,ccw,+,ccw,1,w,sw,pro,cw,,cw,0,n,e,1
M,gamma1,beta4,quarter,opp,pro,ccw,-,ccw,1,w,se,pro,cw,+,cw,1,n,se,2
M,gamma1,gamma10,quarter,opp,pro,ccw,-,ccw,1,w,se,pro,cw,-,cw,1,n,ne,2
M,gamma1,eta11,quarter,opp,pro,ccw,-,ccw,1,w,se,pro,cw,,cw,0,n,e,1
M,gamma1,eta12,quarter,opp,pro,ccw,,ccw,0,w,s,pro,cw,+,cw,1,n,se,1
M,gamma1,zeta10,quarter,opp,pro,ccw,,ccw,0,w,s,pro,cw,-,cw,1,n,ne,1
M,gamma13,gamma4,quarter,opp,pro,cw,+,cw,1,w,ne,pro,ccw,+,ccw,1,s,se,2
M,gamma13,beta2,quarter,opp,pro,cw,+,cw,1,w,ne,pro,ccw,-,ccw,1,s,ne,2
M,gamma13,eta3,quarter,opp,pro,cw,+,cw,1,w,ne,pro,ccw,,ccw,0,s,e,1
M,gamma13,alpha4,quarter,opp,pro,cw,-,cw,1,w,nw,pro,ccw,+,ccw,1,s,se,2
M,gamma13,gamma2,quarter,opp,pro,cw,-,cw,1,w,nw,pro,ccw,-,ccw,1,s,ne,2
M,gamma13,zeta3,quarter,opp,pro,cw,-,cw,1,w,nw,pro,ccw,,ccw,0,s,e,1
M,gamma13,zeta4,quarter,opp,pro,cw,,cw,0,w,n,pro,ccw,+,ccw,1,s,se,1
M,gamma13,eta2,quarter,opp,pro,cw,,cw,0,w,n,pro,ccw,-,ccw,1,s,ne,1
M,gamma15,gamma6,quarter,opp,pro,cw,+,cw,1,n,se,pro,ccw,+,ccw,1,w,sw,2
M,gamma15,beta4,quarter,opp,pro,cw,+,cw,1,n,se,pro,ccw,-,ccw,1,w,se,2
M,gamma15,eta5,quarter,opp,pro,cw,+,cw,1,n,se,pro,ccw,,ccw,0,w,s,1
M,gamma15,alpha6,quarter,opp,pro,cw,-,cw,1,n,ne,pro,ccw,+,ccw,1,w,sw,2
M,gamma15,gamma4,quarter,opp,pro,cw,-,cw,1,n,ne,pro,ccw,-,ccw,1,w,se,2
M,gamma15,zeta5,quarter,opp,pro,cw,-,cw,1,n,ne,pro,ccw,,ccw,0,w,s,1
M,gamma15,zeta6,quarter,opp,pro,cw,,cw,0,n,e,pro,ccw,+,ccw,1,w,sw,1
M,gamma15,eta4,quarter,opp,pro,cw,,cw,0,n,e,pro,ccw,-,ccw,1,w,se,1
M,gamma9,gamma8,quarter,opp,pro,cw,+,cw,1,e,sw,pro,ccw,+,ccw,1,n,nw,2
M,gamma9,beta6,quarter,opp,pro,cw,+,cw,1,e,sw,pro,ccw,-,ccw,1,n,sw,2
M,gamma9,eta7,quarter,opp,pro,cw,+,cw,1,e,sw,pro,ccw,,ccw,0,n,w,1
M,gamma9,alpha8,quarter,opp,pro,cw,-,cw,1,e,se,pro,ccw,+,ccw,1,n,nw,2
M,gamma9,gamma6,quarter,opp,pro,cw,-,cw,1,e,se,pro,ccw,-,ccw,1,n,sw,2
M,gamma9,zeta7,quarter,opp,pro,cw,-,cw,1,e,se,pro,ccw,,ccw,0,n,w,1
M,gamma9,zeta8,quarter,opp,pro,cw,,cw,0,e,s,pro,ccw,+,ccw,1,n,nw,1
M,gamma9,eta6,quarter,opp,pro,cw,,cw,0,e,s,pro,ccw,-,ccw,1,n,sw,1
M,gamma11,gamma2,quarter,opp,pro,cw,+,cw,1,s,nw,pro,ccw,+,ccw,1,e,ne,2
M,gamma11,beta8,quarter,opp,pro,cw,+,cw,1,s,nw,pro,ccw,-,ccw,1,e,nw,2
M,gamma11,eta1,quarter,opp,pro,cw,+,cw,1,s,nw,pro,ccw,,ccw,0,e,n,1
M,gamma11,alpha2,quarter,opp,pro,cw,-,cw,1,s,sw,pro,ccw,+,ccw,1,e,ne,2
M,gamma11,gamma8,quarter,opp,pro,cw,-,cw,1,s,sw,pro,ccw,-,ccw,1,e,nw,2
M,gamma11,zeta1,quarter,opp,pro,cw,-,cw,1,s,sw,pro,ccw,,ccw,0,e,n,1
M,gamma11,zeta2,quarter,opp,pro,cw,,cw,0,s,w,pro,ccw,+,ccw,1,e,ne,1
M,gamma11,eta8,quarter,opp,pro,cw,,cw,0,s,w,pro,ccw,-,ccw,1,e,nw,1
N,gamma3,gamma14,quarter,opp,anti,cw,+,ccw,1,n,nw,anti,ccw,+,cw,1,e,sw,2
N,gamma3,alpha4,quarter,opp,anti,cw,+,ccw,1,n,nw,anti,ccw,-,cw,1,e,se,2
N,gamma3,zeta13,quarter,opp,anti,cw,+,ccw,1,n,nw,anti,ccw,,cw,0,e,s,1
N,gamma3,beta6,quarter,opp,anti,cw,-,ccw,1,n,sw,anti,ccw,+,cw,1,e,sw,2
N,gamma3,gamma12,quarter,opp,anti,cw,-,ccw,1,n,sw,anti,ccw,-,cw,1,e,se,2
N,gamma3,eta13,quarter,opp,anti,cw,-,ccw,1,n,sw,anti,ccw,,cw,0,e,s,1
N,gamma3,eta14,quarter,opp,anti,cw,,ccw,0,n,w,anti,ccw,+,cw,1,e,sw,1
N,gamma3,zeta12,quarter,opp,anti,cw,,ccw,0,n,w,anti,ccw,-,cw,1,e,se,1
N,gamma5,gamma16,quarter,opp,anti,cw,+,ccw,1,e,ne,anti,ccw,+,cw,1,s,nw,2
N,gamma5,alpha6,quarter,opp,anti,cw,+,ccw,1,e,ne,anti,ccw,-,cw,1,s,sw,2
N,gamma5,zeta15,quarter,opp,anti,cw,+,ccw,1,e,ne,anti,ccw,,cw,0,s,w,1
N,gamma5,beta8,quarter,opp,anti,cw,-,ccw,1,e,nw,anti,ccw,+,cw,1,s,nw,2
N,gamma5,gamma14,quarter,opp,anti,cw,-,ccw,1,e,nw,anti,ccw,-,cw,1,s,sw,2
N,gamma5,eta15,quarter,opp,anti,cw,-,ccw,1,e,nw,anti,ccw,,cw,0,s,w,1
N,gamma5,eta16,quarter,opp,anti,cw,,ccw,0,e,n,anti,ccw,+,cw,1,s,nw,1
N,gamma5,zeta14,quarter,opp,anti,cw,,ccw,0,e,n,anti,ccw,-,cw,1,s,sw,1
N,gamma7,gamma10,quarter,opp,anti,cw,+,ccw,1,s,se,anti,ccw,+,cw,1,w,ne,2
N,gamma7,alpha8,quarter,opp,anti,cw,+,ccw,1,s,se,anti,ccw,-,cw,1,w,nw,2
N,gamma7,zeta9,quarter,opp,anti,cw,+,ccw,1,s,se,anti,ccw,,cw,0,w,n,1
N,gamma7,beta2,quarter,opp,anti,cw,-,ccw,1,s,ne,anti,ccw,+,cw,1,w,ne,2
N,gamma7,gamma16,quarter,opp,anti,cw,-,ccw,1,s,ne,anti,ccw,-,cw,1,w,nw,2
N,gamma7,eta9,quarter,opp,anti,cw,-,ccw,1,s,ne,anti,ccw,,cw,0,w,n,1
N,gamma7,eta10,quarter,opp,anti,cw,,ccw,0,s,e,anti,ccw,+,cw,1,w,ne,1
N,gamma7,zeta16,quarter,opp,anti,cw,,ccw,0,s,e,anti,ccw,-,cw,1,w,nw,1
N,gamma1,gamma12,quarter,opp,anti,cw,+,ccw,1,w,sw,anti,ccw,+,cw,1,n,se,2
N,gamma1,alpha2,quarter,opp,anti,cw,+,ccw,1,w,sw,anti,ccw,-,cw,1,n,ne,2
N,gamma1,zeta11,quarter,opp,anti,cw,+,ccw,1,w,sw,anti,ccw,,cw,0,n,e,1
N,gamma1,beta4,quarter,opp,anti,cw,-,ccw,1,w,se,anti,ccw,+,cw,1,n,se,2
N,gamma1,gamma10,quarter,opp,anti,cw,-,ccw,1,w,se,anti,ccw,-,cw,1,n,ne,2
N,gamma1,eta11,quarter,opp,anti,cw,-,ccw,1,w,se,anti,ccw,,cw,0,n,e,1
N,gamma1,eta12,quarter,opp,anti,cw,,ccw,0,w,s,anti,ccw,+,cw,1,n,se,1
N,gamma1,zeta10,quarter,opp,anti,cw,,ccw,0,w,s,anti,ccw,-,cw,1,n,ne,1
N,gamma15,gamma6,quarter,opp,anti,ccw,+,cw,1,n,se,anti,cw,+,ccw,1,w,sw,2
N,gamma15,beta4,quarter,opp,anti,ccw,+,cw,1,n,se,anti,cw,-,ccw,1,w,se,2
N,gamma15,eta5,quarter,opp,anti,ccw,+,cw,1,n,se,anti,cw,,ccw,0,w,s,1
N,gamma15,alpha6,quarter,opp,anti,ccw,-,cw,1,n,ne,anti,cw,+,ccw,1,w,sw,2
N,gamma15,gamma4,quarter,opp,anti,ccw,-,cw,1,n,ne,anti,cw,-,ccw,1,w,se,2
N,gamma15,zeta5,quarter,opp,anti,ccw,-,cw,1,n,ne,anti,cw,,ccw,0,w,s,1
N,gamma15,zeta6,quarter,opp,anti,ccw,,cw,0,n,e,anti,cw,+,ccw,1,w,sw,1
N,gamma15,eta4,quarter,opp,anti,ccw,,cw,0,n,e,anti,cw,-,ccw,1,w,se,1
N,gamma9,gamma8,quarter,opp,anti,ccw,+,cw,1,e,sw,anti,cw,+,ccw,1,n,nw,2
N,gamma9,beta6,quarter,opp,anti,ccw,+,cw,1,e,sw,anti,cw,-,ccw,1,n,sw,2
N,gamma9,eta7,quarter,opp,anti,ccw,+,cw,1,e,sw,anti,cw,,ccw,0,n,w,1
N,gamma9,alpha8,quarter,opp,anti,ccw,-,cw,1,e,se,anti,cw,+,ccw,1,n,nw,2
N,gamma9,gamma6,quarter,opp,anti,ccw,-,cw,1,e,se,anti,cw,-,ccw,1,n,sw,2
N,gamma9,zeta7,quarter,opp,anti,ccw,-,cw,1,e,se,anti,cw,,ccw,0,n,w,1
N,gamma9,zeta8,quarter,opp,anti,ccw,,cw,0,e,s,anti,cw,+,ccw,1,n,nw,1
N,gamma9,eta6,quarter,opp,anti,ccw,,cw,0,e,s,anti,cw,-,ccw,1,n,sw,1
N,gamma13,gamma4,quarter,opp,anti,ccw,+,cw,1,w,ne,anti,cw,+,ccw,1,s,se,2
N,gamma13,beta2,quarter,opp,anti,ccw,+,cw,1,w,ne,anti,cw,-,ccw,1,s,ne,2
N,gamma13,eta3,quarter,opp,anti,ccw,+,cw,1,w,ne,anti,cw,,ccw,0,s,e,1
N,gamma13,alpha4,quarter,opp,anti,ccw,-,cw,1,w,nw,anti,cw,+,ccw,1,s,se,2
N,gamma13,gamma2,quarter,opp,anti,ccw,-,cw,1,w,nw,anti,cw,-,ccw,1,s,ne,2
N,gamma13,zeta3,quarter,opp,anti,ccw,-,cw,1,w,nw,anti,cw,,ccw,0,s,e,1
N,gamma13,zeta4,quarter,opp,anti,ccw,,cw,0,w,n,anti,cw,+,ccw,1,s,se,1
N,gamma13,eta2,quarter,opp,anti,ccw,,cw,0,w,n,anti,cw,-,ccw,1,s,ne,1
N,gamma11,gamma2,quarter,opp,anti,ccw,+,cw,1,s,nw,anti,cw,+,ccw,1,e,ne,2
N,gamma11,beta8,quarter,opp,anti,ccw,+,cw,1,s,nw,anti,cw,-,ccw,1,e,nw,2
N,gamma11,eta1,quarter,opp,anti,ccw,+,cw,1,s,nw,anti,cw,,ccw,0,e,n,1
N,gamma11,alpha2,quarter,opp,anti,ccw,-,cw,1,s,sw,anti,cw,+,ccw,1,e,ne,2
N,gamma11,gamma8,quarter,opp,anti,ccw,-,cw,1,s,sw,anti,cw,-,ccw,1,e,nw,2
N,gamma11,zeta1,quarter,opp,anti,ccw,-,cw,1,s,sw,anti,cw,,ccw,0,e,n,1
N,gamma11,zeta2,quarter,opp,anti,ccw,,cw,0,s,w,anti,cw,+,ccw,1,e,ne,1
N,gamma11,eta8,quarter,opp,anti,ccw,,cw,0,s,w,anti,cw,-,ccw,1,e,nw,1
O,gamma3,gamma14,quarter,opp,anti,cw,+,ccw,1,n,nw,pro,cw,+,cw,1,e,sw,2
O,gamma3,alpha4,quarter,opp,anti,cw,+,ccw,1,n,nw,pro,cw,-,cw,1,e,se,2
O,gamma3,zeta13,quarter,opp,anti,cw,+,ccw,1,n,nw,pro,cw,,cw,0,e,s,1
O,gamma3,beta6,quarter,opp,anti,cw,-,ccw,1,n,sw,pro,cw,+,cw,1,e,sw,2
O,gamma3,gamma12,quarter,opp,anti,cw,-,ccw,1,n,sw,pro,cw,-,cw,1,e,se,2
O,gamma3,eta13,quarter,opp,anti,cw,-,ccw,1,n,sw,pro,cw,,cw,0,e,s,1
O,gamma3,eta14,quarter,opp,anti,cw,,ccw,0,n,w,pro,cw,+,cw,1,e,sw,1
O,gamma3,zeta12,quarter,opp,anti,cw,,ccw,0,n,w,pro,cw,-,cw,1,e,se,1
O,gamma5,gamma16,quarter,opp,anti,cw,+,ccw,1,e,ne,pro,cw,+,cw,1,s,nw,2
O,gamma5,alpha6,quarter,opp,anti,cw,+,ccw,1,e,ne,pro,cw,-,cw,1,s,sw,2
O,gamma5,zeta15,quarter,opp,anti,cw,+,ccw,1,e,ne,pro,cw,,cw,0,s,w,1
O,gamma5,beta8,quarter,opp,anti,cw,-,ccw,1,e,nw,pro,cw,+,cw,1,s,nw,2
O,gamma5,gamma14,quarter,opp,anti,cw,-,ccw,1,e,nw,pro,cw,-,cw,1,s,sw,2
O,gamma5,eta15,quarter,opp,anti,cw,-,ccw,1,e,nw,pro,cw,,cw,0,s,w,1
O,gamma5,eta16,quarter,opp,anti,cw,,ccw,0,e,n,pro,cw,+,cw,1,s,nw,1
O,gamma5,zeta14,quarter,opp,anti,cw,,ccw,0,e,n,pro,cw,-,cw,1,s,sw,1
O,gamma7,gamma10,quarter,opp,anti,cw,+,ccw,1,s,se,pro,cw,+,cw,1,w,ne,2
O,gamma7,alpha8,quarter,opp,anti,cw,+,ccw,1,s,se,pro,cw,-,cw,1,w,nw,2
O,gamma7,zeta9,quarter,opp,anti,cw,+,ccw,1,s,se,pro,cw,,cw,0,w,n,1
O,gamma7,beta2,quarter,opp,anti,cw,-,ccw,1,s,ne,pro,cw,+,cw,1,w,ne,2
O,gamma7,gamma16,quarter,opp,anti,cw,-,ccw,1,s,ne,pro,cw,-,cw,1,w,nw,2
O,gamma7,eta9,quarter,opp,anti,cw,-,ccw,1,s,ne,pro,cw,,cw,0,w,n,1
O,gamma7,eta10,quarter,opp,anti,cw,,ccw,0,s,e,pro,cw,+,cw,1,w,ne,1
O,gamma7,zeta16,quarter,opp,anti,cw,,ccw,0,s,e,pro,cw,-,cw,1,w,nw,1
O,gamma1,gamma12,quarter,opp,anti,cw,+,ccw,1,w,sw,pro,cw,+,cw,1,n,se,2
O,gamma1,alpha2,quarter,opp,anti,cw,+,ccw,1,w,sw,pro,cw,-,cw,1,n,ne,2
O,gamma1,zeta11,quarter,opp,anti,cw,+,ccw,1,w,sw,pro,cw,,cw,0,n,e,1
O,gamma1,beta4,quarter,opp,anti,cw,-,ccw,1,w,se,pro,cw,+,cw,1,n,se,2
O,gamma1,gamma10,quarter,opp,anti,cw,-,ccw,1,w,se,pro,cw,-,cw,1,n,ne,2
O,gamma1,eta11,quarter,opp,anti,cw,-,ccw,1,w,se,pro,cw,,cw,0,n,e,1
O,gamma1,eta12,quarter,opp,anti,cw,,ccw,0,w,s,pro,cw,+,cw,1,n,se,1
O,gamma1,zeta10,quarter,opp,anti,cw,,ccw,0,w,s,pro,cw,-,cw,1,n,ne,1
O,gamma15,gamma6,quarter,opp,anti,ccw,+,cw,1,n,se,pro,ccw,+,ccw,1,w,sw,2
O,gamma15,beta4,quarter,opp,anti,ccw,+,cw,1,n,se,pro,ccw,-,ccw,1,w,se,2
O,gamma15,eta5,quarter,opp,anti,ccw,+,cw,1,n,se,pro,ccw,,ccw,0,w,s,1
O,gamma15,alpha6,quarter,opp,anti,ccw,-,cw,1,n,ne,pro,ccw,+,ccw,1,w,sw,2
O,gamma15,gamma4,quarter,opp,anti,ccw,-,cw,1,n,ne,pro,ccw,-,ccw,1,w,se,2
O,gamma15,zeta5,quarter,opp,anti,ccw,-,cw,1,n,ne,pro,ccw,,ccw,0,w,s,1
O,gamma15,zeta6,quarter,opp,anti,ccw,,cw,0,n,e,pro,ccw,+,ccw,1,w,sw,1
O,gamma15,eta4,quarter,opp,anti,ccw,,cw,0,n,e,pro,ccw,-,ccw,1,w,se,1
O,gamma9,gamma8,quarter,opp,anti,ccw,+,cw,1,e,sw,pro,ccw,+,ccw,1,n,nw,2
O,gamma9,beta6,quarter,opp,anti,ccw,+,cw,1,e,sw,pro,ccw,-,ccw,1,n,sw,2
O,gamma9,eta7,quarter,opp,anti,ccw,+,cw,1,e,sw,pro,ccw,,ccw,0,n,w,1
O,gamma9,alpha8,quarter,opp,anti,ccw,-,cw,1,e,se,pro,ccw,+,ccw,1,n,nw,2
O,gamma9,gamma6,quarter,opp,anti,ccw,-,cw,1,e,se,pro,ccw,-,ccw,1,n,sw,2
O,gamma9,zeta7,quarter,opp,anti,ccw,-,cw,1,e,se,pro,ccw,,ccw,0,n,w,1
O,gamma9,zeta8,quarter,opp,anti,ccw,,cw,0,e,s,pro,ccw,+,ccw,1,n,nw,1
O,gamma9,eta6,quarter,opp,anti,ccw,,cw,0,e,s,pro,ccw,-,ccw,1,n,sw,1
O,gamma13,gamma4,quarter,opp,anti,ccw,+,cw,1,w,ne,pro,ccw,+,ccw,1,s,se,2
O,gamma13,beta2,quarter,opp,anti,ccw,+,cw,1,w,ne,pro,ccw,-,ccw,1,s,ne,2
O,gamma13,eta3,quarter,opp,anti,ccw,+,cw,1,w,ne,pro,ccw,,ccw,0,s,e,1
O,gamma13,alpha4,quarter,opp,anti,ccw,-,cw,1,w,nw,pro,ccw,+,ccw,1,s,se,2
O,gamma13,gamma2,quarter,opp,anti,ccw,-,cw,1,w,nw,pro,ccw,-,ccw,1,s,ne,2
O,gamma13,zeta3,quarter,opp,anti,ccw,-,cw,1,w,nw,pro,ccw,,ccw,0,s,e,1
O,gamma13,zeta4,quarter,opp,anti,ccw,,cw,0,w,n,pro,ccw,+,ccw,1,s,se,1
O,gamma13,eta2,quarter,opp,anti,ccw,,cw,0,w,n,pro,ccw,-,ccw,1,s,ne,1
O,gamma11,gamma2,quarter,opp,anti,ccw,+,cw,1,s,nw,pro,ccw,+,ccw,1,e,ne,2
O,gamma11,beta8,quarter,opp,anti,ccw,+,cw,1,s,nw,pro,ccw,-,ccw,1,e,nw,2
O,gamma11,eta1,quarter,opp,anti,ccw,+,cw,1,s,nw,pro,ccw,,ccw,0,e,n,1
O,gamma11,alpha2,quarter,opp,anti,ccw,-,cw,1,s,sw,pro,ccw,+,ccw,1,e,ne,2
O,gamma11,gamma8,quarter,opp,anti,ccw,-,cw,1,s,sw,pro,ccw,-,ccw,1,e,nw,2
O,gamma11,zeta1,quarter,opp,anti,ccw,-,cw,1,s,sw,pro,ccw,,ccw,0,e,n,1
O,gamma11,zeta2,quarter,opp,anti,ccw,,cw,0,s,w,pro,ccw,+,ccw,1,e,ne,1
O,gamma11,eta8,quarter,opp,anti,ccw,,cw,0,s,w,pro,ccw,-,ccw,1,e,nw,1
O,gamma3,gamma14,quarter,opp,pro,ccw,+,ccw,1,n,nw,anti,ccw,+,cw,1,e,sw,2
O,gamma3,alpha4,quarter,opp,pro,ccw,+,ccw,1,n,nw,anti,ccw,-,cw,1,e,se,2
O,gamma3,zeta13,quarter,opp,pro,ccw,+,ccw,1,n,nw,anti,ccw,,cw,0,e,s,1
O,gamma3,beta6,quarter,opp,pro,ccw,-,ccw,1,n,sw,anti,ccw,+,cw,1,e,sw,2
O,gamma3,gamma12,quarter,opp,pro,ccw,-,ccw,1,n,sw,anti,ccw,-,cw,1,e,se,2
O,gamma3,eta13,quarter,opp,pro,ccw,-,ccw,1,n,sw,anti,ccw,,cw,0,e,s,1
O,gamma3,eta14,quarter,opp,pro,ccw,,ccw,0,n,w,anti,ccw,+,cw,1,e,sw,1
O,gamma3,zeta12,quarter,opp,pro,ccw,,ccw,0,n,w,anti,ccw,-,cw,1,e,se,1
O,gamma5,gamma16,quarter,opp,pro,ccw,+,ccw,1,e,ne,anti,ccw,+,cw,1,s,nw,2
O,gamma5,alpha6,quarter,opp,pro,ccw,+,ccw,1,e,ne,anti,ccw,-,cw,1,s,sw,2
O,gamma5,zeta15,quarter,opp,pro,ccw,+,ccw,1,e,ne,anti,ccw,,cw,0,s,w,1
O,gamma5,beta8,quarter,opp,pro,ccw,-,ccw,1,e,nw,anti,ccw,+,cw,1,s,nw,2
O,gamma5,gamma14,quarter,opp,pro,ccw,-,ccw,1,e,nw,anti,ccw,-,cw,1,s,sw,2
O,gamma5,eta15,quarter,opp,pro,ccw,-,ccw,1,e,nw,anti,ccw,,cw,0,s,w,1
O,gamma5,eta16,quarter,opp,pro,ccw,,ccw,0,e,n,anti,ccw,+,cw,1,s,nw,1
O,gamma5,zeta14,quarter,opp,pro,ccw,,ccw,0,e,n,anti,ccw,-,cw,1,s,sw,1
O,gamma7,gamma10,quarter,opp,pro,ccw,+,ccw,1,s,se,anti,ccw,+,cw,1,w,ne,2
O,gamma7,alpha8,quarter,opp,pro,ccw,+,ccw,1,s,se,anti,ccw,-,cw,1,w,nw,2
O,gamma7,zeta9,quarter,opp,pro,ccw,+,ccw,1,s,se,anti,ccw,,cw,0,w,n,1
O,gamma7,beta2,quarter,opp,pro,ccw,-,ccw,1,s,ne,anti,ccw,+,cw,1,w,ne,2
O,gamma7,gamma16,quarter,opp,pro,ccw,-,ccw,1,s,ne,anti,ccw,-,cw,1,w,nw,2
O,gamma7,eta9,quarter,opp,pro,ccw,-,ccw,1,s,ne,anti,ccw,,cw,0,w,n,1
O,gamma7,eta10,quarter,opp,pro,ccw,,ccw,0,s,e,anti,ccw,+,cw,1,w,ne,1
O,gamma7,zeta16,quarter,opp,pro,ccw,,ccw,0,s,e,anti,ccw,-,cw,1,w,nw,1
O,gamma1,gamma12,quarter,opp,pro,ccw,+,ccw,1,w,sw,anti,ccw,+,cw,1,n,se,2
O,gamma1,alpha2,quarter,opp,pro,ccw,+,ccw,1,w,sw,anti,ccw,-,cw,1,n,ne,2
O,gamma1,zeta11,quarter,opp,pro,ccw,+,ccw,1,w,sw,anti,ccw,,cw,0,n,e,1
O,gamma1,beta4,quarter,opp,pro,ccw,-,ccw,1,w,se,anti,ccw,+,cw,1,n,se,2
O,gamma1,gamma10,quarter,opp,pro,ccw,-,ccw,1,w,se,anti,ccw,-,cw,1,n,ne,2
O,gamma1,eta11,quarter,opp,pro,ccw,-,ccw,1,w,se,anti,ccw,,cw,0,n,e,1
O,gamma1,eta12,quarter,opp,pro,ccw,,ccw,0,w,s,anti,ccw,+,cw,1,n,se,1
O,gamma1,zeta10,quarter,opp,pro,ccw,,ccw,0,w,s,anti,ccw,-,cw,1,n,ne,1
O,gamma15,gamma6,quarter,opp,pro,cw,+,cw,1,n,se,anti,cw,+,ccw,1,w,sw,2
O,gamma15,beta4,quarter,opp,pro,cw,+,cw,1,n,se,anti,cw,-,ccw,1,w,se,2
O,gamma15,eta5,quarter,opp,pro,cw,+,cw,1,n,se,anti,cw,,ccw,0,w,s,1
O,gamma15,alpha6,quarter,opp,pro,cw,-,cw,1,n,ne,anti,cw,+,ccw,1,w,sw,2
O,gamma15,gamma4,quarter,opp,pro,cw,-,cw,1,n,ne,anti,cw,-,ccw,1,w,se,2
O,gamma15,zeta5,quarter,opp,pro,cw,-,cw,1,n,ne,anti,cw,,ccw,0,w,s,1
O,gamma15,zeta6,quarter,opp,pro,cw,,cw,0,n,e,anti,cw,+,ccw,1,w,sw,1
O,gamma15,eta4,quarter,opp,pro,cw,,cw,0,n,e,anti,cw,-,ccw,1,w,se,1
O,gamma9,gamma8,quarter,opp,pro,cw,+,cw,1,e,sw,anti,cw,+,ccw,1,n,nw,2
O,gamma9,beta6,quarter,opp,pro,cw,+,cw,1,e,sw,anti,cw,-,ccw,1,n,sw,2
O,gamma9,eta7,quarter,opp,pro,cw,+,cw,1,e,sw,anti,cw,,ccw,0,n,w,1
O,gamma9,alpha8,quarter,opp,pro,cw,-,cw,1,e,se,anti,cw,+,ccw,1,n,nw,2
O,gamma9,gamma6,quarter,opp,pro,cw,-,cw,1,e,se,anti,cw,-,ccw,1,n,sw,2
O,gamma9,zeta7,quarter,opp,pro,cw,-,cw,1,e,se,anti,cw,,ccw,0,n,w,1
O,gamma9,zeta8,quarter,opp,pro,cw,,cw,0,e,s,anti,cw,+,ccw,1,n,nw,1
O,gamma9,eta6,quarter,opp,pro,cw,,cw,0,e,s,anti,cw,-,ccw,1,n,sw,1
O,gamma13,gamma4,quarter,opp,pro,cw,+,cw,1,w,ne,anti,cw,+,ccw,1,s,se,2
O,gamma13,beta2,quarter,opp,pro,cw,+,cw,1,w,ne,anti,cw,-,ccw,1,s,ne,2
O,gamma13,eta3,quarter,opp,pro,cw,+,cw,1,w,ne,anti,cw,,ccw,0,s,e,1
O,gamma13,alpha4,quarter,opp,pro,cw,-,cw,1,w,nw,anti,cw,+,ccw,1,s,se,2
O,gamma13,gamma2,quarter,opp,pro,cw,-,cw,1,w,nw,anti,cw,-,ccw,1,s,ne,2
O,gamma13,zeta3,quarter,opp,pro,cw,-,cw,1,w,nw,anti,cw,,ccw,0,s,e,1
O,gamma13,zeta4,quarter,opp,pro,cw,,cw,0,w,n,anti,cw,+,ccw,1,s,se,1
O,gamma13,eta2,quarter,opp,pro,cw,,cw,0,w,n,anti,cw,-,ccw,1,s,ne,1
O,gamma11,gamma2,quarter,opp,pro,cw,+,cw,1,s,nw,anti,cw,+,ccw,1,e,ne,2
O,gamma11,beta8,quarter,opp,pro,cw,+,cw,1,s,nw,anti,cw,-,ccw,1,e,nw,2
O,gamma11,eta1,quarter,opp,pro,cw,+,cw,1,s,nw,anti,cw,,ccw,0,e,n,1
O,gamma11,alpha2,quarter,opp,pro,cw,-,cw,1,s,sw,anti,cw,+,ccw,1,e,ne,2
O,gamma11,gamma8,quarter,opp,pro,cw,-,cw,1,s,sw,anti,cw,-,ccw,1,e,nw,2
O,gamma11,zeta1,quarter,opp,pro,cw,-,cw,1,s,sw,anti,cw,,ccw,0,e,n,1
O,gamma11,zeta2,quarter,opp,pro,cw,,cw,0,s,w,anti,cw,+,ccw,1,e,ne,1
O,gamma11,eta8,quarter,opp,pro,cw,,cw,0,s,w,anti,cw,-,ccw,1,e,nw,1
P,gamma11,gamma6,quarter,opp,pro,ccw,+,ccw,1,s,se,pro,cw,+,cw,1,e,sw,2
P,gamma11,beta4,quarter,opp,pro,ccw,+,ccw,1,s,se,pro,cw,-,cw,1,e,se,2
P,gamma11,eta5,quarter,opp,pro,ccw,+,ccw,1,s,se,pro,cw,,cw,0,e,s,1
P,gamma11,alpha6,quarter,opp,pro,ccw,-,ccw,1,s,ne,pro,cw,+,cw,1,e,sw,2
P,gamma11,gamma4,quarter,opp,pro,ccw,-,ccw,1,s,ne,pro,cw,-,cw,1,e,se,2
P,gamma11,zeta5,quarter,opp,pro,ccw,-,ccw,1,s,ne,pro,cw,,cw,0,e,s,1
P,gamma11,zeta6,quarter,opp,pro,ccw,,ccw,0,s,e,pro,cw,+,cw,1,e,sw,1
P,gamma11,eta4,quarter,opp,pro,ccw,,ccw,0,s,e,pro,cw,-,cw,1,e,se,1
